1	0	0	0.99	1.17	0.45	0	0.9	0.72	0.585	0	0	0.45	1.08	12.51	0	0	0.45	1.1793	13.105	0.0849	0	0	1.1249	0.5075	0	0	0	991.3423	2.9864	477.9942	0	0	5.85	681.66	1.53	0	0.9	7.38	10.53	0	0	0.45	13427.46	67.32	8296.47	0	0.45	0.104	20.12	0.056	0	0.032	0.16	0.292	0	0	0.016	31.4173	1.1227	23.2267	0	0.0187	2626.8416	67.082	816.0882	0	0	1223.7647	1111.6204	0	0	0	63.541	5414.3975	93.541	0	0	1.0412	1.1725	1.0945	0	1.1407	1.0585	1.0739	0	0	1.0699	1.1128	1.2046	1.0813	0	1.1065	2.2941	43.3486	2.3333	0	1.7143	3.1579	5.0455	0	0	1.2	16.0686	7.6545	14.8487	0	1.4	0.0178	1.0133	0.0133	0	0.0044	0.0267	0.0622	0	0	0.0044	0.5689	0.0222	0.1244	0	0.0044	0.00026	0.030296	0.000068	0	0.00004	0.000328	0.000468	0	0	0.00002	0.596776	0.002992	0.368732	0	0.00002	15.356	1.1415	0.0728	0.507	2001	1140	1133.27	1.4	3	3	4	2	2	1	1	1	2	2	3	3	6	1	1	3	4	6	6	5	4	3	2	2	1	3	0	0	0	0
0	1	0	0	9.405	0.45	0.63	0	0.63	0	0	0	0.9	0.63	0	0	0	0	0	12.6894	0.2812	0	0	1.5956	0	0	0	5718.8986	2.395	0	0	0	0	0	91.35	3.06	0.63	0	247.14	0	0	0	22125.96	31.86	0	0	0	0	0	1.5947	0.0933	0.0187	0	5.5413	0	0	0	7.9973	0.888	0	0	0	0	0	63.541	994.0825	0	0	240	0	0	0	60	60	0	0	0	0	0	1.1848	1.0699	1.064	0	1.0407	0	0	0	1.0516	1.1336	0	0	0	0	0	9.375	2.9167	1.1667	0	19.8476	0	0	0	4.0081	9.1579	0	0	0	0	0	0.0356	0.0222	0.0044	0	1.0889	0	0	0	0.0311	0.0978	0	0	0	0	0	0.00406	0.000136	0.000028	0	0.010984	0	0	0	0.983376	0.001416	0	0	0	0	4.025	1.0472	0.051	0.0328	2003	1078	1079.98	2.5	2	2	2	2	1	1	1	1	1	2	2	2	3	1	1	1	2	4	5	5	5	5	3	2	1	3	0	0	0	0
0	0	1	1.26	3.375	0.63	0	0	0.63	0.585	0.45	0.585	0.54	0.81	25.56	19.395	0.63	0.54	1.0504	69.9155	0.4302	0	0	0	0.1409	0	0.045	0.5942	898.3264	81.8993	119.2661	0.4231	0.1944	77.4	491.94	18.72	0	0	0.63	5.85	0.9	1.17	38.97	15381.99	2643.66	3804.57	32.31	1.89	1.8787	16.1773	0.648	0	0	0.0267	0.2173	0.032	0.0373	1.3667	52.2187	26.616	25.1293	1.0707	0.0667	192.0937	94.8683	812.2192	0	0	0	1215.7651	8958.1527	9150	420	60	67.082	67.082	720	2057.7901	1.1004	1.2398	1.1055	0	0	1.1455	1.1099	1.0699	1.0708	1.1141	1.1141	1.1955	1.1497	1.1117	1.1065	11.9661	41.0811	8.5862	0	0	1.6667	4.8235	1.7143	1.75	12.3095	24.4438	29.3586	23.483	10.5789	2.5	0.2356	0.1156	0.1156	0	0	0.0044	0.0444	0.0089	0.0089	0.2222	1.1956	0.2578	0.2667	0.1867	0.0133	0.00344	0.021864	0.000832	0	0	0.000028	0.00026	0.00004	0.000052	0.001732	0.683644	0.117496	0.169092	0.001436	0.000084	24.5285	1.1214	0.0684	0.4897	2002	823	809.25	.6	3	3	4	3	2	1	1	1	2	2	3	4	7	1	1	2	4	6	6	5	4	3	2	1	1	3	0	0	0	0
0	0	1	1.08	1.35	0.63	0.945	1.62	0.99	0	0.45	0	0.72	0.9	0.9	0	1.62	2.52	1.4386	33.7303	11.7919	0.6128	0	2.8711	0	0	0	10.5744	1071.7559	4.6394	237.3907	0.349	18.5385	20.07	761.04	81.18	13.23	1.62	9.81	0	0.45	0	1779.3	17290.08	16.74	2173.68	9.18	343.62	0.3907	21.292	1.6707	0.3813	0.0347	0.2667	0	0.016	0	51.236	77.8533	0.2733	9.7867	0.2373	5.8227	1518.1897	67.082	84.8528	67.082	0	858.6774	0	0	0	60	60	60	87.6243	1527.9398	67.082	1.0627	1.1887	1.1678	1.1159	1.088	1.1734	0	1.0699	0	1.1415	1.1065	1.0653	1.1616	1.1694	1.1589	4.9333	43.538	10.2951	5.72	1.4444	4.7619	0	1.2	0	68.227	34.1642	3.8571	12.3248	4.2381	17.6774	0.0622	0.3244	0.0978	0.0533	0.0044	0.0178	0	0.0044	0	3.2533	0.4933	0.0267	0.08	0.0222	0.1867	0.000892	0.033824	0.003608	0.000588	0.000072	0.000436	0	0.00002	0	0.07908	0.768448	0.000744	0.096608	0.000408	0.015272	32.7365	1.1415	0.0678	0.3925	2005	1564	1557.12	12.4	3	3	4	3	2	1	1	1	2	2	3	3	6	1	1	2	3	5	4	5	5	3	2	1	1	3	0	0	0	0
1	0	0	0.99	0.9	0.72	0.675	0.9	0.63	0	0	0	1.665	0.63	0	11.43	0.63	0	0.4409	31.677	20.722	0.7341	0	1.1042	0	0	0	1767.772	1.0892	0	0	0.2245	0	2.97	533.79	219.51	37.35	0.9	215.46	0	0	0	21461.76	14.76	0	11.43	2.07	0	0.0693	9.9733	4.5467	1.1413	0.0347	5.396	0	0	0	14.908	0.5227	0	0.1653	0.0693	0	695.8448	60	94.8683	60	0	284.605	0	0	0	60	120	0	0	2746.4341	0	1.0663	1.0945	1.1127	1.1046	1.1583	1.0473	0	0	0	1.0632	1.1283	0	1.1738	1.0892	0	2.1667	24.1806	17.2323	10.439	1.8571	20.7551	0	0	0	6.7216	7.6923	0	2.6957	2.6	0	0.0133	0.2711	0.1689	0.16	0.0044	1.0622	0	0	0	0.1422	0.0756	0	0.0044	0.0133	0	0.000132	0.023724	0.009756	0.00166	0.00004	0.009576	0	0	0	0.953856	0.000656	0	0.000508	0.000092	0	7.905	1.0699	0.0596	0.0894	2003	1062	1055.43	2.3	2	2	2	2	1	1	1	1	1	2	2	2	3	1	1	1	2	4	4	5	5	5	3	2	1	3	0	0	0	0
0	0	1	0.765	0.99	1.035	0	0	0.81	0.585	0	0	0.495	0.72	38.43	27.09	0	0	1.7411	11.3145	0.315	0	0	0.161	1.2174	0	0	0.7844	116.9363	116.036	2008.389	0	0	7.02	777.24	2.07	0	0	3.6	24.48	0	0	7.38	3116.61	2564.91	15996.69	0	0	0.1187	23.06	0.072	0	0	0.1147	0.6293	0	0	0.216	20.2067	8.4653	36.1333	0	0	2592.5377	67.082	4912.4027	0	0	3501.7853	510.4683	0	0	885.0051	90	810	60	0	0	1.079	1.1355	1.1409	0	0	1.0901	1.1036	0	0	1.0831	1.1135	1.0826	1.1226	0	0	2.5	46.6505	2.7	0	0	3.3077	7.1515	0	0	4.3158	20.6461	9.787	16.8981	0	0	0.0178	1.3556	0.0089	0	0	0.0222	0.0978	0	0	0.0444	1.2	0.1467	0.0889	0	0	0.000312	0.034544	0.000092	0	0	0.00016	0.001088	0	0	0.000328	0.138516	0.113996	0.710964	0	0	17.6905	1.1214	0.0638	0.4612	2005	966	957.26	2.4	3	3	3	2	1	1	1	1	1	2	2	4	6	1	1	2	3	5	5	5	5	4	2	2	1	3	0	0	0	0
0	0	1	0.99	103.635	0	0	0	0.63	0	0.99	0	0.9	0.765	0	0	0	0	0.2608	81.045	0	0	0	0.2362	0	26.3404	0	35.5086	1790.1155	0	0	0	0	4.05	207.27	0	0	0	2.25	0	524.16	0	1259.19	20503.08	0	0	0	0	0.128	2.2067	0	0	0	0.0613	0	8.1427	0	23.4667	19.584	0	0	0	0	3086.5029	67.082	0	0	0	764.8529	0	90	0	60	67.082	0	0	0	0	1.0699	1.2719	0	0	0	1.064	0	1.1093	0	1.1214	1.1065	0	0	0	0	3.4286	8.6771	0	0	0	2.3	0	20.3137	0	37.5696	8.5654	0	0	0	0	0.0222	0.0089	0	0	0	0.0133	0	0.5333	0	0.9778	0.3822	0	0	0	0	0.00018	0.009212	0	0	0	0.0001	0	0.023296	0	0.055964	0.911248	0	0	0	0	11.048	1.1141	0.0656	0.1659	2004	1738	1720.41	.2	4	3	4	3	2	1	1	1	2	2	3	4	7	1	1	2	3	4	4	5	5	3	2	2	1	3	1	0	0	0
0	1	0	1.035	1.17	0.81	0.495	0.945	0.54	0.675	0	0	0.72	0.81	14.85	11.25	0	0	1.411	18.1304	1.2804	0.7231	0.315	2.6147	0.1102	0	0	0.4001	27.3715	55.9878	2735.9222	0	0	9.81	969.03	31.14	5.04	1.89	32.04	2.88	0	0	16.56	1775.61	823.77	18832.23	0	0	0.1813	25.796	0.9747	0.1613	0.0587	0.5973	0.1067	0	0	0.5787	17.312	5.06	33.2827	0	0	3339.7037	67.082	212.132	1297.6454	6548.664	778.1033	1421.5103	0	0	318.9044	123.6932	182.4829	60	0	0	1.064	1.1515	1.1135	1.0745	1.1192	1.0709	1.111	0	0	1.1135	1.1065	1.1334	1.1355	0	0	3.2381	46.649	9.6316	4.0667	2.2	5.8947	3.3333	0	0	7.8571	23.8648	10.0313	14.4317	0	0	0.0267	0.9867	0.1022	0.0267	0.0089	0.0889	0.0178	0	0	0.0889	1.3467	0.0844	0.0667	0	0	0.000436	0.043068	0.001384	0.000224	0.000084	0.001424	0.000128	0	0	0.000736	0.078916	0.036612	0.836988	0	0	16.7705	1.1214	0.065	0.29	2005	920	923.06	2.2	3	3	3	2	1	1	1	1	1	2	2	3	5	1	1	2	3	5	5	5	5	4	2	2	1	3	0	0	0	0
0	0	1	0.9	1.17	0.72	3.15	0.45	0	0.675	0	0	0	0.9	24.165	85.59	0	0	0.6727	11.2303	2.7619	2.7	0.1697	0	0.8762	0	0	0	6.6873	42.6334	7454.0782	0	0	46.08	847.44	29.34	6.3	1.71	0	24.57	0	0	0	585	559.44	20400.12	0	0	1.0667	24.616	0.6227	0.1373	0.056	0	0.744	0	0	0	10.696	3.4293	31.5893	0	0	859.2641	60	886.2345	134.1641	90	0	1145.7095	0	0	0	94.8683	900	60	0	0	1.0526	1.1473	1.114	1.1107	1.0699	0	1.1021	0	0	0	1.1077	1.0991	1.0772	0	0	8.7391	47.5744	6.5405	3.0588	2.3333	0	8.2059	0	0	0	24.8272	8.1392	13.4082	0	0	0.1867	0.8578	0.0711	0.0089	0.0133	0	0.1156	0	0	0	1.0222	0.0622	0.0267	0	0	0.002048	0.037664	0.001304	0.00028	0.000076	0	0.001092	0	0	0	0.026	0.024864	0.906672	0	0	14.6795	1.1169	0.0706	0.1752	2005	876	880.15	2.5	3	3	3	2	1	1	1	1	1	2	2	3	5	1	1	3	4	6	6	5	5	4	3	2	1	3	0	0	0	0
0	1	0	0	1.845	0.495	0	0	0.63	0.72	0.45	0	0.45	0.72	12.24	27.09	0.99	0	0	72.4705	0.1622	0	0	0.0882	0.7248	0	0	0.1697	540.6163	0	1361.5886	0.36	0	0	679.14	3.51	0	0	2.79	7.83	0.45	0	1.71	11783.79	12.24	10006.56	1.98	0	0	19.6867	0.1227	0	0	0.0933	0.212	0.016	0	0.0693	37.16	0.1573	38.9013	0.0747	0	0	60	2600.9091	0	0	823.7718	636.0577	0	0	1070.7941	67.082	0	60	570	0	0	1.2117	1.0948	0	0	1.1065	1.0859	1.0699	0	1.1065	1.1141	1.1584	1.1967	1.1699	0	0	42.5172	3.5385	0	0	2.9167	4.2632	1.2	0	2.8889	19.8633	2.4583	22.6762	2.8	0	0	0.16	0.0267	0	0	0.0222	0.0356	0.0044	0	0.0133	1.6044	0.0044	0.1244	0.0089	0	0	0.030184	0.000156	0	0	0.000124	0.000348	0.00002	0	0.000076	0.523724	0.000544	0.444736	0.000088	0	19.0925	1.1197	0.0664	0.527	2003	1316	1324.25	2.1	3	3	5	3	2	1	1	1	2	2	3	3	7	1	1	3	4	6	6	5	4	3	2	2	1	3	0	0	0	0
1	0	0	0	1.845	0.99	0	0	0.72	0.63	0.9	0	0.54	0.81	23.58	12.51	0	0.54	0	13.0725	0.18	0	0	0.3813	0.2111	3.5257	0	0.2556	1567.7318	24.5925	132.1566	0	0.8449	0	453.87	1.98	0	0	14.94	2.88	307.17	0	7.47	19015.74	132.39	2558.07	0	5.49	0	15.6173	0.0427	0	0	0.432	0.0907	6.452	0	0.304	37.8133	2.352	17.5253	0	0.1493	0	67.082	14706.06	0	0	444.3075	766.8111	90	0	394.5884	60	171.8342	67.082	0	1612.2102	0	1.2214	1.1028	0	0	1.0688	1.0714	1.0945	0	1.1415	1.1214	1.2815	1.1613	0	1.0822	0	41.028	2.2	0	0	6.2692	2.8333	20.7949	0	6	16.175	11.4545	20.2367	0	3.5	0	0.4711	0.0089	0	0	0.08	0.0178	0.7022	0	0.0489	0.6044	0.0178	0.1644	0	0.0267	0	0.020172	0.000088	0	0	0.000664	0.000128	0.013652	0	0.000332	0.845144	0.005884	0.113692	0	0.000244	16.146	1.1271	0.0758	0.2722	2002	1435	1439.41	1.1	4	4	5	4	2	1	1	1	2	2	4	4	8	1	1	2	4	5	5	5	3	3	2	2	1	3	0	0	0	0
0	1	0	0.54	31.185	0.45	0	0	0.585	0	0.45	0	0.72	0.81	0	26.46	3.375	2.88	0.5248	22.815	0	0	0	0.1122	0	0.1685	0	50.3427	1591.0697	0	56.737	4.191	12.0033	7.56	62.37	0.45	0	0	3.6	0	5.04	0	2794.05	19105.74	0	267.3	106.38	147.51	0.24	1.1547	0.0187	0	0	0.12	0	0.1947	0	55.9453	54.436	0	1.116	2.0067	2.4933	1026.1579	60	0	0	0	707.3324	0	94.8683	0	60	60	0	67.082	220.2763	182.4829	1.1065	1.2547	1.1065	0	0	1.1005	0	1.1006	0	1.1347	1.133	0	1.1055	1.1418	1.1701	4.7368	8.2453	1.4	0	0	3.4615	0	4.8667	0	59.9462	22.9902	0	3.9633	10.971	11.7037	0.04	0.0089	0.0044	0	0	0.0267	0	0.04	0	2.0444	0.48	0	0.0222	0.1067	0.1111	0.000336	0.002772	0.00002	0	0	0.00016	0	0.000224	0	0.12418	0.849144	0	0.01188	0.004728	0.006556	23.0735	1.1355	0.069	0.2633	2002	1311	1298.95	1.3	3	3	4	3	2	1	1	1	2	2	3	4	6	1	1	2	3	4	4	5	4	3	2	1	1	3	0	0	0	0
0	0	1	0.99	0	0	0	0	6.975	0	0.495	0	0.72	0.675	0	0	2.52	3.51	0.6736	33.6835	0	0	0	6.165	0	0.045	0	23.09	2080.6204	0	57.3843	2.3126	2.3894	10.17	165.96	0	0	0	13.95	0	0.99	0	2034.54	19780.92	0	358.29	58.23	76.95	0.304	2.8533	0	0	0	0.1493	0	0.0373	0	53.2067	55.5693	0	2.592	1.28	1.8533	1113.2385	60	0	0	0	7123.4051	0	2700.8332	0	67.082	63.541	0	1870.8554	155.7775	94.8683	1.1065	1.1006	0	0	0	1.1201	0	1.0948	0	1.1415	1.1347	0	1.1455	1.146	1.1877	5.1818	12.4767	0	0	0	2.24	0	2	0	66.6512	23.1471	0	7.7402	9.451	11.7966	0.04	0.0311	0	0	0	0.0089	0	0.0089	0	3.2622	0.3022	0	0.0311	0.0711	0.0844	0.000452	0.007376	0	0	0	0.00062	0	0.000044	0	0.090424	0.879152	0	0.015924	0.002588	0.00342	23.096	1.1415	0.0638	0.2186	2004	1280	1268.34	.9	3	3	3	2	2	1	1	1	2	2	3	3	6	1	1	2	3	4	4	5	4	3	2	1	1	3	0	0	0	0
