0	0	1	0.45	1.08	0	0	0	1.08	0.72	0.495	0.9	0.54	0	14.49	0.54	0	0	0	7.1189	0	0	0	0.54	0.5747	0.045	0	0.6477	28.1981	6.4679	3708.2534	0	0	0.45	680.31	0	0	0	2.16	50.49	0.99	0.9	37.53	3578.76	126.9	18021.51	0	0	0.016	20.8253	0	0	0	0.0693	1.5227	0.0427	0.032	1.2533	40.8333	2.2293	52.7013	0	0	0	60	0	0	0	6312.0599	300	5281.3635	0	276.5863	67.082	953.4149	60	0	0	1.0699	1.1416	0	0	0	1.1247	1.1065	1.1074	1.1407	1.112	1.1283	1.2378	1.1006	0	0	1.2	44.9885	0	0	0	2.6	11.8958	2.2857	1.7143	11.5366	38.7318	11.0263	23.0145	0	0	0.0044	1.24	0	0	0	0.0089	0.2356	0.0089	0.0044	0.1956	2.1111	0.04	0.0667	0	0	0.00002	0.030236	0	0	0	0.000096	0.002244	0.000044	0.00004	0.001668	0.159056	0.00564	0.800956	0	0	23.411	1.1327	0.0622	0.3322	2003	1266	1283.04	2.5	3	3	4	3	2	1	1	1	2	2	3	3	7	1	1	3	4	6	5	5	4	3	2	1	1	3	0	0	0	0
1	0	0	0.81	1.08	0.63	0.9	0.99	0.72	0.72	0.99	0	0.72	1.035	12.96	6.84	0.72	1.08	3.9048	9.0367	9.2983	0.5985	0	0.6093	0.8448	0	0	0	72.3526	33.092	3132.9079	1.3202	3.751	190.44	637.29	40.32	3.69	0.99	10.8	24.3	0.99	0	0.72	2889.54	729.72	17905.68	5.67	59.85	4.1387	18.644	0.6787	0.0933	0.0347	0.2853	0.728	0.032	0	0.0293	23.4293	7.016	27.6027	0.192	1.376	240	67.082	324.4996	120	0	290.6494	94.8683	0	0	0	67.082	161.5549	60	1695.5598	67.082	1.0699	1.1463	1.0831	1.09	1.1463	1.0818	1.1065	1.1289	0	1.1497	1.1283	1.1858	1.0995	1.1023	1.1564	16.9891	41.4675	5.9535	2.6923	1.8571	4.8636	8.2727	1.7143	0	1.8333	24.9081	14.884	12.4323	4.5	9.9423	0.3867	1.0978	0.0489	0.0133	0.0044	0.0533	0.1022	0.0044	0	0.0044	1.0756	0.1244	0.1067	0.0178	0.0844	0.008464	0.028324	0.001792	0.000164	0.000044	0.00048	0.00108	0.000044	0	0.000032	0.128424	0.032432	0.795808	0.000252	0.00266	16.8025	1.1283	0.0673	0.3483	2005	853	842.94	2.7	3	3	3	2	1	1	1	1	1	2	2	3	5	1	2	3	4	6	6	6	5	4	3	2	1	4	0	0	0	0
0	1	0	1.62	2.43	0	0	0	1.53	0.72	0	0	0.585	0.81	0	11.79	0.765	0.765	9.1679	18.7459	0	0	0	6.1351	0.1849	0	0	0.1006	1895.6704	0	247.4275	2.382	0.8602	35.91	414.54	0	0	0	69.12	2.25	0	0	2.34	18123.75	0	3787.92	36.18	27.99	0.3507	13.4213	0	0	0	1.512	0.0693	0	0	0.0907	26.4827	0	16.5573	0.8613	0.8093	540.8327	60	0	0	0	174.9286	174.9286	0	0	195.593	67.082	0	136.8466	216.3331	314.1728	1.0685	1.2079	0	0	0	1.1001	1.1046	0	0	1.1174	1.1286	0	1.1564	1.106	1.1005	3.325	37.1324	0	0	0	10.2857	2.6	0	0	3.0909	12.0111	0	15.3869	7.878	8.5	0.0267	0.1822	0	0	0	0.0844	0.0133	0	0	0.0178	0.3911	0	0.16	0.0889	0.1156	0.001596	0.018424	0	0	0	0.003072	0.0001	0	0	0.000104	0.8055	0	0.168352	0.001608	0.001244	12.279	1.1283	0.0803	0.3225	2003	1529	1531.96	1.2	3	3	4	3	2	1	1	1	2	2	3	3	7	1	1	2	3	5	5	5	4	3	2	1	1	3	0	0	0	0
1	0	0	0.27	6.75	0	0	0	1.125	0	0	0	0.63	6.93	0	0	0	0	0	0	0	0	0	3.3208	0	0	0	1.5186	9642.5922	0	0	0	0	0.27	6.75	0	0	0	63.72	0	0	0	141.57	22287.69	0	0	0	0	0.0067	0.1173	0	0	0	1.48	0	0	0	4.532	5.48	0	0	0	0	0	0	0	0	0	134.1641	0	0	0	90	60	0	0	0	0	1.0364	1.187	0	0	0	1.137	0	0	0	1.1383	1.0993	0	0	0	0	1	2.7222	0	0	0	10.2778	0	0	0	21.3375	3.0532	0	0	0	0	0.0044	0.0044	0	0	0	0.1067	0	0	0	0.5333	0.0178	0	0	0	0	0.000012	0.0003	0	0	0	0.002832	0	0	0	0.006292	0.990564	0	0	0	0	3.178	1.1383	0.0554	0.0187	2001	1402	1406.87	1.3	3	3	4	3	2	1	1	1	2	2	3	4	7	1	1	2	2	4	3	4	4	3	2	1	1	2	0	0	0	0
1	0	0	0.54	1.26	0.81	0.81	0	0.675	0.45	1.035	0	0.72	1.08	0	21.015	0.54	1.035	0	43.1528	0.3438	0	0	0.3447	0	0.315	0	2.9382	130.2757	0	1456.1017	0.1684	0.7115	0.54	805.95	11.52	0.81	0	4.86	0.45	2.07	0	596.07	6719.58	0	14348.79	4.68	4.68	0.016	24.9027	0.3707	0.0293	0	0.1547	0.0187	0.064	0	15.512	36.6173	0	39.9733	0.16	0.1387	0	84.8528	1060.6602	0	0	169.8683	0	14811.7386	0	90	67.082	0	60	2659.3608	4085.5123	1.0472	1.1674	1.1214	1.1347	0	1.0735	1.1065	1.1218	0	1.1215	1.11	0	1.0952	1.0769	1.1221	1.2	49.3684	6.0435	1.8333	0	3.8667	1.4	2.4	0	35.9448	25.6472	0	19.5357	4	3.4667	0.0044	0.3378	0.0578	0.0044	0	0.0267	0.0044	0.0089	0	1.5378	1.5156	0	0.1244	0.0356	0.0178	0.000024	0.03582	0.000512	0.000036	0	0.000216	0.00002	0.000092	0	0.026492	0.298648	0	0.637724	0.000208	0.000208	23.117	1.1171	0.0634	0.5021	2004	904	910.22	2.2	3	3	2	2	2	1	1	1	1	2	2	3	5	1	1	3	3	6	5	5	5	4	2	2	1	3	0	0	0	0
1	0	0	1.035	1.17	0	0	0	0.99	0.81	0	0	0.63	0.81	10.845	19.395	0	0	0.4805	3.0686	0	0	0	0.4215	0.3686	0	0	0.1743	139.5166	10.6613	4831.9556	0	0	4.32	517.77	0	0	0	8.1	12.96	0	0	8.55	5223.24	154.89	16570.17	0	0	0.128	16.6933	0	0	0	0.2133	0.3947	0	0	0.296	26.136	1.932	33.476	0	0	5648.4173	60	0	0	0	2341.804	711.1962	0	0	421.0701	67.082	1641.2495	60	0	0	1.1177	1.1526	0	0	0	1.0863	1.1135	0	0	1.1006	1.1264	1.1469	1.1103	0	0	3.4286	41.2763	0	0	0	4.2105	6.1667	0	0	5.55	21.0456	8.759	15.3597	0	0	0.0178	1.0044	0	0	0	0.0356	0.0667	0	0	0.0578	1.2178	0.0444	0.0444	0	0	0.000192	0.023012	0	0	0	0.00036	0.000576	0	0	0.00038	0.232144	0.006884	0.736452	0	0	15.863	1.1289	0.0624	0.4032	2003	962	963.82	.7	3	3	3	2	1	1	1	1	2	2	2	3	5	1	1	3	4	6	5	5	5	4	3	2	1	3	0	0	0	0
0	0	1	0.81	1.53	0	0	0	0.72	0	0	0	0	0.81	13.59	4.14	0	11.97	1.0821	18.8455	0	0	0	8.9061	0	0	0	1.1712	4623.5599	0	32.3361	0	10.9318	6.39	549.27	0	0	0	88.29	0	0	0	68.04	21313.53	13.59	418.95	0	41.94	0.152	18.0307	0	0	0	1.9253	0	0	0	2.268	24.4573	0.32	2.4653	0	0.432	2673.2003	60	0	0	0	212.132	0	0	0	108.1665	60	0	60	0	2442.0074	1.0831	1.1884	0	0	0	1.0945	0	0	0	1.1283	1.1141	1.2792	1.0831	0	1.1488	3.4118	43.172	0	0	0	11.5714	0	0	0	15.6545	10.347	5.12	7.1168	0	3.6818	0.0222	0.3289	0	0	0	0.1378	0	0	0	0.2933	0.0756	0.0044	0.0844	0	0.0133	0.000284	0.024412	0	0	0	0.003924	0	0	0	0.003024	0.947268	0.000604	0.01862	0	0.001864	10.3845	1.1418	0.0844	0.1017	2005	1304	1302.06	.9	3	3	3	2	2	1	1	1	2	2	2	3	5	1	1	2	2	5	4	5	4	3	2	1	1	3	0	0	0	0
1	0	0	0.45	1.17	9.225	0.99	0	0.72	0.81	0	0	0.81	0.9	15.48	10.08	0	0	0	17.6908	14.2439	0.4429	0	0.18	0	0	0	77.916	369.8045	22.3845	174.2887	0	0	0.45	756.09	83.52	3.15	0	1.44	0.81	0	0	6147.09	12583.71	437.4	2486.34	0	0	0.0133	22.0973	1.9387	0.0933	0	0.04	0.0213	0	0	88.9533	110.924	7.172	13.6773	0	0	0	60	67.082	60	0	7822.6402	0	0	0	60	60	90	99.0833	0	0	1.0265	1.1694	1.2781	1.1141	0	1.0673	1.0639	0	0	1.1371	1.1286	1.2005	1.1435	0	0	1	45.1467	11.9344	2.9167	0	1.875	1.3333	0	0	64.174	56.3449	19.6	15.9099	0	0	0.0044	0.5867	0.0267	0.0133	0	0.0089	0.0044	0	0	2.9067	2.08	0.1022	0.1867	0	0	0.00002	0.033604	0.003712	0.00014	0	0.000064	0.000036	0	0	0.273204	0.559276	0.01944	0.110504	0	0	46.9245	1.1383	0.0729	0.5988	2003	1285	1277.62	.7	3	3	3	2	2	1	1	1	2	2	2	3	5	1	1	2	3	5	5	5	5	4	2	1	1	3	0	0	0	0
0	1	0	1.71	0	0.9	0.81	0	0.9	0	0	0	0.72	1.08	14.625	9.81	3.6	4.41	0.7397	48.7406	0.8078	0	0	1.2517	0	36.4693	0	1.4827	1225.6989	1.665	7.6995	3.6961	13.5886	4.77	725.85	6.84	0.81	0	9.45	0	1949.22	0	818.82	18130.23	29.25	105.57	49.14	670.05	0.08	21.8813	0.2427	0.016	0	0.2533	0	18.0573	0	25.016	55.444	0.472	1.692	1.012	9.14	1508.6749	67.082	67.082	0	0	2919.8801	0	90	0	94.8683	60	10560.3835	637.8087	807.2174	94.8683	1.0477	1.1876	1.1869	1	0	1.1384	0	1.0901	0	1.1242	1.1117	1.207	1.1804	1.1709	1.1593	2	45.7556	5.0556	1	0	4.5238	0	23.3458	0	49.2932	24.0167	4.7838	9.2754	8.0851	20.0347	0.0133	0.4089	0.0222	0.0044	0	0.0311	0	0.8133	0	3.0178	0.4444	0.0089	0.04	0.0489	0.28	0.000212	0.03226	0.000304	0.000036	0	0.00042	0	0.086632	0	0.036392	0.805788	0.0013	0.004692	0.002184	0.02978	25.995	1.1242	0.0618	0.3399	2001	2072	2077.65	18.5	4	5	6	5	3	2	1	1	2	4	5	5	9	1	1	3	4	5	5	5	5	3	2	2	2	3	3	0	0	0
0	0	1	0.72	98.1	0	0	0	0	0	0.9	0	0.9	0.72	0	88.245	0	0	0.1348	0	0	0	0	0	0	115.7232	0	31.4141	822.3637	0	51.975	0	0	4.68	98.1	0	0	0	0	0	4018.05	0	3153.96	15048.72	0	176.49	0	0	0.128	1.6107	0	0	0	0	0	31.3533	0	58.2587	34.9893	0	0.444	0	0	2537.4397	0	0	0	0	0	0	67.082	0	60	67.082	0	1534.6987	0	0	1.048	1.3214	0	0	0	0	0	1.1052	0	1.1407	1.1138	0	1.0595	0	0	3.2	9.0448	0	0	0	0	0	28.4563	0	58.7627	16.6711	0	2.0225	0	0	0.0311	0.0044	0	0	0	0	0	0.6311	0	2.7867	0.6933	0	0.0089	0	0	0.000208	0.00436	0	0	0	0	0	0.17858	0	0.140176	0.668832	0	0.007844	0	0	24.772	1.1245	0.0676	0.501	2002	1682	1707.85	.2	3	3	4	3	2	1	1	1	2	2	3	3	7	1	1	2	3	5	4	5	5	3	2	2	1	3	10	0	0	0
